n,ns_per_op
0001000,7.149
0001000,7.019
0001000,7.187
0006000,11.36
0006000,11.14
0006000,11.12
0011000,9.497
0011000,9.723
0011000,9.805
0016000,12.71
0016000,12.80
0016000,12.83
0021000,11.20
0021000,10.79
0021000,10.85
0026000,15.33
0026000,15.80
0026000,16.71
0031000,14.60
0031000,12.50
0031000,12.36
0036000,15.96
0036000,15.79
0036000,15.57
0041000,11.69
0041000,11.85
0041000,11.88
0046000,11.79
0046000,12.05
0046000,11.73
